online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
1,0,other,Cafe,"Cafe, Continental, Fast Food",650,0,Banashankari,1
1,0,Banashankari,Sweet Shop,"Mithai, Street Food",100,0,Banashankari,0
1,0,Jayanagar,Quick Bites,South Indian,100,0,Banashankari,1
1,0,other,Casual Dining,"North Indian, Chinese, Fast Food",600,0,Banashankari,1
1,0,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,0,Banashankari,1
1,0,Jayanagar,Beverage Shop,"Beverages, Tea",100,0,Banashankari,1
1,0,Banashankari,Cafe,"Chinese, Cafe, Italian",700,0,Banashankari,1
1,0,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,0,Banashankari,0
1,0,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"South Indian, Fast Food",350,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,0,Banashankari,0
1,0,Basavanagudi,other,"Mithai, South Indian, Street Food, Fast Food",200,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"South Indian, Burger",200,0,Banashankari,0
1,0,Banashankari,other,"Cafe, South Indian",200,0,Banashankari,1
1,0,Basavanagudi,Cafe,"Cafe, Beverages",600,0,Banashankari,1
1,0,Basavanagudi,other,"Beverages, Desserts",100,0,Banashankari,1
1,0,Banashankari,Casual Dining,"North Indian, Chinese",400,0,Banashankari,0
1,0,Banashankari,Quick Bites,"Biryani, Fast Food",400,0,Banashankari,1
1,0,Basavanagudi,Cafe,"Cafe, Fast Food",400,0,Banashankari,0
1,0,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,0,Banashankari,1
1,0,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,0,Banashankari,1
1,0,other,Quick Bites,"Chinese, North Indian",400,0,Banashankari,0
1,0,other,Quick Bites,South Indian,300,0,Banashankari,1
1,0,other,other,"Pizza, Fast Food, BBQ",400,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,0,Banashankari,1
1,0,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,0,Banashankari,1
1,0,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,0,Banashankari,1
1,0,Jayanagar,other,"Fast Food, Desserts, Beverages",400,0,Banashankari,1
1,1,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,0,Banashankari,1
1,0,other,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,0,Banashankari,1
1,0,Banashankari,Quick Bites,Fast Food,200,0,Banashankari,0
1,0,other,Casual Dining,North Indian,700,0,Banashankari,1
1,0,other,Quick Bites,"South Indian, Biryani",300,0,Banashankari,0
1,0,Banashankari,Quick Bites,"Biryani, Fast Food",400,0,Banashankari,1
1,0,Banashankari,other,"Desserts, Beverages, Ice Cream",400,0,Banashankari,1
1,0,Banashankari,Quick Bites,South Indian,200,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,Fast Food,200,0,Banashankari,1
1,0,Banashankari,other,"Rolls, Lebanese",250,0,Banashankari,0
1,0,other,Cafe,"Cafe, Fast Food, Chinese",500,0,Banashankari,0
1,0,Jayanagar,Beverage Shop,Beverages,100,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,0,Banashankari,0
1,0,Banashankari,Quick Bites,North Indian,500,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,South Indian,150,0,Banashankari,1
1,1,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,0,Banashankari,1
1,0,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,South Indian,100,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,South Indian,200,0,Banashankari,1
1,0,Banashankari,Quick Bites,South Indian,300,0,Banashankari,1
1,0,Banashankari,Quick Bites,"North Indian, Chinese",300,0,Banashankari,1
1,0,other,Quick Bites,"Chinese, Street Food, Ice Cream",300,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,0,Banashankari,1
1,0,other,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,Rolls,100,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,0,Banashankari,0
1,0,other,Quick Bites,"North Indian, Chinese",300,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,South Indian,200,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,0,Banashankari,0
1,0,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,0,Banashankari,1
1,0,other,Casual Dining,North Indian,700,0,Banashankari,1
1,0,Jayanagar,Sweet Shop,Mithai,250,0,Banashankari,0
1,0,Banashankari,Quick Bites,"South Indian, North Indian",200,0,Banashankari,0
1,0,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"South Indian, Chinese",400,0,Banashankari,1
1,0,Jayanagar,Casual Dining,Chinese,700,0,Banashankari,1
1,1,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,Street Food,200,0,Banashankari,1
1,0,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,0,Banashankari,1
1,0,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,0,Banashankari,1
1,0,other,Casual Dining,"North Indian, Chinese, South Indian",800,0,Banashankari,1
1,0,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,0,Banashankari,1
1,1,Jayanagar,Casual Dining,"North Indian, Continental",900,0,Banashankari,1
1,0,other,Quick Bites,North Indian,400,0,Banashankari,0
1,0,Banashankari,Quick Bites,"Tibetan, Momos",250,0,Banashankari,1
1,0,Basavanagudi,Bakery,"Bakery, French, Desserts",300,0,Banashankari,1
1,0,Jayanagar,Sweet Shop,"Mithai, Street Food",400,0,Banashankari,1
1,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,0,Banashankari,1
1,0,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,Juices,100,0,Banashankari,1
1,0,other,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,Street Food,100,0,Banashankari,1
1,0,Jayanagar,other,Beverages,150,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,0,Banashankari,1
1,0,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,0,Banashankari,0
1,0,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,0,Banashankari,0
1,0,Banashankari,Quick Bites,South Indian,100,0,Banashankari,1
1,0,Basavanagudi,Cafe,"Cafe, Italian",600,0,Banashankari,1
1,0,Banashankari,Quick Bites,"North Indian, Street Food",200,0,Banashankari,1
1,0,Banashankari,Quick Bites,"Fast Food, Burger",500,0,Banashankari,0
1,0,other,Quick Bites,"Fast Food, Momos",400,0,Banashankari,0
1,0,other,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,0,Banashankari,1
1,0,other,Quick Bites,South Indian,100,0,Banashankari,1
1,0,Jayanagar,"Takeaway, Delivery",North Indian,300,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,0,Banashankari,0
1,0,other,Dessert Parlor,"Desserts, Ice Cream",150,0,Banashankari,0
1,0,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,0,Banashankari,1
1,0,Banashankari,other,"South Indian, Bakery, Chinese",250,0,Banashankari,0
1,0,other,Quick Bites,"North Indian, Chinese, South Indian",400,0,Banashankari,1
1,0,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400,0,Banashankari,0
1,0,other,Quick Bites,North Indian,400,0,Banashankari,1
1,0,other,Quick Bites,"Momos, Tibetan, Chinese",200,0,Banashankari,0
1,0,Banashankari,Delivery,North Indian,350,0,Banashankari,0
1,0,other,Quick Bites,Mughlai,300,0,Banashankari,0
1,0,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500,0,Banashankari,1
1,0,other,"Takeaway, Delivery",Bakery,300,0,Banashankari,0
1,0,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,0,Banashankari,0
1,0,Jayanagar,Bakery,Bakery,150,0,Banashankari,0
1,0,Jayanagar,Casual Dining,"North Indian, South Indian",600,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,0,Banashankari,1
1,0,other,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199,0,Banashankari,0
1,0,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800,0,Banashankari,0
1,0,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,0,Banashankari,1
1,0,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,0,Banashankari,0
1,0,other,other,"Sandwich, Rolls, South Indian, Ice Cream",250,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,"Chinese, Fast Food",300,0,Banashankari,1
1,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,Pizza,300,0,Banashankari,0
1,0,Banashankari,Quick Bites,"South Indian, North Indian",500,0,Banashankari,0
1,0,Banashankari,Quick Bites,South Indian,100,0,Banashankari,0
1,0,Basavanagudi,Quick Bites,"Pizza, Beverages, Ice Cream",200,0,Banashankari,0
1,1,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,0,Banashankari,1
1,1,Jayanagar,Casual Dining,"North Indian, South Indian",1000,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,North Indian,100,0,Banashankari,0
1,0,other,Quick Bites,"North Indian, South Indian",150,0,Banashankari,0
1,1,Banashankari,Cafe,"Cafe, Italian, Continental",600,0,Banashankari,1
1,0,Basavanagudi,Casual Dining,"North Indian, Chinese",750,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,Chinese,200,0,Banashankari,1
1,0,Banashankari,Quick Bites,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300,0,Banashankari,0
1,1,Jayanagar,Casual Dining,North Indian,800,0,Banashankari,1
1,1,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,0,Banashankari,1
1,0,other,Quick Bites,"Fast Food, Burger, Pizza",200,0,Banashankari,0
1,0,Jayanagar,Casual Dining,North Indian,800,0,Banashankari,1
1,0,other,Quick Bites,"Chinese, Biryani",200,0,Banashankari,0
1,0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,0,Banashankari,1
1,0,Basavanagudi,Quick Bites,Fast Food,200,0,Banashankari,1
1,1,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"Fast Food, Mithai",200,0,Banashankari,0
1,0,Basavanagudi,Cafe,Cafe,700,0,Banashankari,1
1,0,Banashankari,other,"Cafe, Mexican, Italian",800,0,Banashankari,1
1,0,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,0,Banashankari,1
1,1,Jayanagar,other,"North Indian, Continental, Finger Food, American, Asian",1500,0,Banashankari,1
1,0,Banashankari,Quick Bites,"North Indian, Chinese",300,0,Banashankari,0
1,0,other,Quick Bites,"North Indian, Chinese",300,0,Banashankari,1
1,0,Banashankari,Quick Bites,South Indian,200,0,Banashankari,0
1,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,0,Banashankari,1
1,0,Jayanagar,Quick Bites,"North Indian, Biryani",400,0,Banashankari,1
1,0,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,0,Banashankari,1
1,0,other,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,0,Banashankari,1
1,0,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,0,Banashankari,1
1,0,other,Quick Bites,"North Indian, Biryani, Mughlai",500,0,Banashankari,0
1,0,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300,0,Banashankari,1
1,0,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,0,Banashankari,1
1,0,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400,0,Banashankari,0
1,0,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,0,Banashankari,1
1,1,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,0,Banashankari,1
0,0,Basavanagudi,Quick Bites,Fast Food,200,0,Banashankari,0
1,0,Banashankari,Delivery,"Tea, Beverages",200,0,Banashankari,0
1,0,Basavanagudi,Casual Dining,North Indian,500,0,Banashankari,1
0,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,2,Banashankari,1
0,0,Banashankari,Sweet Shop,Mithai,150,2,Banashankari,1
1,0,Banashankari,Dessert Parlor,"Desserts, Beverages",400,2,Banashankari,1
1,0,Banashankari,Dessert Parlor,Ice Cream,150,2,Banashankari,1
0,0,Banashankari,other,Bakery,150,2,Banashankari,1
0,0,Banashankari,Dessert Parlor,Bakery,400,2,Banashankari,1
1,0,Banashankari,Sweet Shop,"Mithai, Street Food",400,2,Banashankari,1
0,0,Banashankari,Bakery,"Bakery, Desserts",300,2,Banashankari,1
1,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,2,Banashankari,1
1,0,Banashankari,other,"Cafe, Mexican, Italian",800,2,Banashankari,1
0,0,Banashankari,other,"Mithai, Street Food",400,2,Banashankari,1
1,0,Banashankari,Dessert Parlor,Desserts,300,2,Banashankari,1
1,0,Banashankari,Cafe,"Chinese, Cafe, Italian",700,2,Banashankari,1
0,0,Banashankari,other,"Juices, Desserts",150,2,Banashankari,1
1,0,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,2,Banashankari,1
0,0,Banashankari,Sweet Shop,"Mithai, Street Food",200,2,Banashankari,1
0,0,Banashankari,Bakery,"Bakery, Desserts",300,2,Banashankari,1
1,0,Banashankari,Sweet Shop,"Mithai, Street Food",100,2,Banashankari,0
1,0,Banashankari,other,"Desserts, Beverages, Ice Cream",400,2,Banashankari,1
0,0,Banashankari,Dessert Parlor,Desserts,500,2,Banashankari,1
0,0,Banashankari,Dessert Parlor,Ice Cream,300,2,Banashankari,0
0,0,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,2,Banashankari,1
0,0,Banashankari,Quick Bites,"Fast Food, Bakery",250,2,Banashankari,1
1,0,Banashankari,Bakery,"Bakery, Desserts",350,2,Banashankari,1
0,0,Banashankari,"Takeaway, Delivery",Bakery,400,2,Banashankari,1
0,0,Banashankari,Cafe,"Cafe, Bakery",600,2,Banashankari,0
0,0,Banashankari,Bakery,"Bakery, Desserts",300,2,Banashankari,1
0,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,2,Banashankari,0
0,0,Banashankari,Bakery,"Bakery, Desserts",400,2,Banashankari,0
0,0,Banashankari,Dessert Parlor,Mithai,150,2,Banashankari,0
0,0,Banashankari,Bakery,Bakery,300,2,Banashankari,0
0,0,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,2,Banashankari,0
0,0,Banashankari,Bakery,Bakery,300,2,Banashankari,0
0,0,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150,2,Banashankari,0
0,0,Banashankari,Delivery,"Bakery, Desserts",500,2,Banashankari,0
0,0,Banashankari,Sweet Shop,Mithai,300,2,Banashankari,0
0,0,Banashankari,other,Desserts,200,2,Banashankari,0
1,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,2,Banashankari,0
1,0,Banashankari,Delivery,"Bakery, Desserts",500,2,Banashankari,1
1,0,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,2,Banashankari,1
0,0,Banashankari,Dessert Parlor,Ice Cream,100,2,Banashankari,0
0,0,Basavanagudi,other,"Mithai, Street Food, North Indian, Chinese",400,2,Banashankari,1
0,0,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250,2,Banashankari,1
1,0,Basavanagudi,Cafe,"Cafe, Italian",600,2,Banashankari,1
1,0,Basavanagudi,Bakery,"Bakery, French, Desserts",300,2,Banashankari,1
0,0,Basavanagudi,"Bakery, Quick Bites","Bakery, Street Food",150,2,Banashankari,1
0,0,Basavanagudi,Bakery,"Bakery, Desserts",250,2,Banashankari,1
1,0,Basavanagudi,Bakery,Bakery,400,2,Banashankari,1
0,0,Basavanagudi,other,"Mithai, Street Food",200,2,Banashankari,1
0,0,Basavanagudi,Bakery,"Bakery, Desserts",300,2,Banashankari,0
1,0,Basavanagudi,other,"Desserts, Mithai",300,2,Banashankari,0
1,0,Basavanagudi,Dessert Parlor,Desserts,250,2,Banashankari,0
1,0,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,2,Banashankari,1
1,0,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,2,Banashankari,0
0,0,JP Nagar,Dessert Parlor,Ice Cream,200,2,Banashankari,0
1,0,Basavanagudi,Sweet Shop,"Mithai, Desserts",250,2,Banashankari,1
0,0,Basavanagudi,"Bakery, Quick Bites",Bakery,400,2,Banashankari,1
0,0,Jayanagar,other,Desserts,350,2,Banashankari,0
1,0,Basavanagudi,Dessert Parlor,Fast Food,250,2,Banashankari,1
1,1,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea",500,1,Banashankari,0
1,0,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,1,Banashankari,1
1,1,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200,1,Banashankari,1
1,0,Banashankari,Quick Bites,North Indian,350,1,Banashankari,1
1,1,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,1,Banashankari,1
1,1,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,1,Banashankari,1
1,1,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,1,Banashankari,1
1,1,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,1,Banashankari,1
0,1,Banashankari,Lounge,Finger Food,1300,1,Banashankari,1
0,0,Banashankari,Pub,"Continental, Italian, Mexican, North Indian, Chinese, Steak",1200,1,Banashankari,1
1,0,Banashankari,Cafe,"Cafe, Italian, Continental",700,1,Banashankari,1
1,0,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,1,Banashankari,1
1,0,Banashankari,Cafe,"Cafe, Mexican, Italian, Momos, Beverages",550,1,Banashankari,1
1,0,Banashankari,Cafe,Cafe,500,1,Banashankari,1
1,1,Banashankari,Cafe,"Cafe, Italian, Continental",600,1,Banashankari,1
1,1,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,1,Banashankari,1
0,0,Banashankari,Casual Dining,"Italian, North Indian, Mexican",800,1,Banashankari,1
1,0,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",450,1,Banashankari,1
1,0,Banashankari,Casual Dining,"Chinese, Thai, Momos",600,1,Banashankari,1
0,1,Banashankari,Casual Dining,"North Indian, Chinese",850,1,Banashankari,1
0,0,Banashankari,Cafe,"Cafe, Continental",450,1,Banashankari,1
1,0,Banashankari,Casual Dining,"North Indian, Chinese, Continental",800,1,Banashankari,1
0,0,Banashankari,"Casual Dining, Bar",Continental,1000,1,Banashankari,0
0,0,Banashankari,Mess,South Indian,300,1,Banashankari,1
1,0,Banashankari,other,"Cafe, Mexican, Italian",800,1,Banashankari,1
1,0,Banashankari,Cafe,Cafe,650,1,Banashankari,1
1,0,Banashankari,Casual Dining,"Chinese, Momos, Thai, Vietnamese",900,1,Banashankari,1
1,0,Banashankari,Casual Dining,Vietnamese,700,1,Banashankari,1
0,0,Banashankari,"Bar, Casual Dining","North Indian, Chinese",700,1,Banashankari,1
0,0,Banashankari,other,"Mithai, Street Food",400,1,Banashankari,1
1,0,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,1,Banashankari,1
1,0,Banashankari,Cafe,"Chinese, Cafe, Italian",700,1,Banashankari,1
0,0,Banashankari,Cafe,"Cafe, Italian, American",300,1,Banashankari,1
1,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300,1,Banashankari,1
1,0,Banashankari,Casual Dining,North Indian,500,1,Banashankari,0
1,0,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400,1,Banashankari,0
0,0,Banashankari,Casual Dining,"North Indian, Chinese",450,1,Banashankari,1
1,0,Banashankari,Cafe,"Cafe, French, North Indian",400,1,Banashankari,0
1,0,Banashankari,Casual Dining,"North Indian, Chinese",700,1,Banashankari,1
0,0,Banashankari,Sweet Shop,"Mithai, Street Food",200,1,Banashankari,1
0,0,Banashankari,Casual Dining,"North Indian, Chinese",700,1,Banashankari,1
1,0,Banashankari,Casual Dining,"Biryani, Andhra, Hyderabadi, North Indian",700,1,Banashankari,0
1,0,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,1,Banashankari,1
0,0,Banashankari,Bar,"South Indian, North Indian, Chinese",800,1,Banashankari,0
0,0,Banashankari,Mess,South Indian,200,1,Banashankari,0
1,0,Banashankari,Casual Dining,"North Indian, Chinese",600,1,Banashankari,1
0,0,Banashankari,Casual Dining,"North Indian, South Indian",500,1,Banashankari,0
0,0,Banashankari,Casual Dining,North Indian,600,1,Banashankari,0
0,0,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,1,Banashankari,1
0,0,Banashankari,Quick Bites,"Mangalorean, Chinese",300,1,Banashankari,0
0,0,Banashankari,Casual Dining,"North Indian, Iranian",950,1,Banashankari,1
