,online_order,book_table,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),target
32853,1,0,Koramangala 4th Block,Delivery,"Beverages, Juices, Healthy Food",200,0,Koramangala 6th Block,1
32854,1,1,Indiranagar,"Takeaway, Delivery","Continental, Italian, Steak, American",1400,0,Koramangala 6th Block,1
32855,1,0,BTM,"Takeaway, Delivery","North Indian, Chinese, Seafood",600,0,Koramangala 6th Block,0
32856,1,0,Koramangala 6th Block,Casual Dining,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800,0,Koramangala 6th Block,1
32857,1,0,HSR,Delivery,North Indian,800,0,Koramangala 6th Block,0
32858,1,0,HSR,Delivery,"American, Sandwich",600,0,Koramangala 6th Block,1
32859,1,0,BTM,Beverage Shop,Beverages,200,0,Koramangala 6th Block,0
32860,1,0,BTM,Cafe,Cafe,500,0,Koramangala 6th Block,0
32861,1,0,Koramangala 4th Block,Casual Dining,Chinese,800,0,Koramangala 6th Block,1
32862,1,0,Jayanagar,Casual Dining,"North Indian, Chinese, Continental",600,0,Koramangala 6th Block,0
32863,0,0,Koramangala 5th Block,Quick Bites,"Street Food, Fast Food",150,0,Koramangala 6th Block,1
32864,1,0,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500,0,Koramangala 6th Block,1
32865,0,0,Koramangala 4th Block,other,"Desserts, Bakery",300,0,Koramangala 6th Block,1
32866,0,1,BTM,Casual Dining,"Continental, Italian, Beverages",1000,0,Koramangala 6th Block,0
32867,0,0,Koramangala 5th Block,Bakery,"Bakery, Desserts, Sandwich",400,0,Koramangala 6th Block,1
32868,0,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",300,0,Koramangala 6th Block,0
32869,0,0,Koramangala 4th Block,Bakery,Bakery,600,0,Koramangala 6th Block,0
32870,0,0,Domlur,"Takeaway, Delivery",North Indian,250,0,Koramangala 6th Block,0
32871,0,0,Ejipura,Delivery,"Pizza, Fast Food, Desserts",300,0,Koramangala 6th Block,0
32872,0,0,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Rajasthani",500,0,Koramangala 6th Block,0
32873,0,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550,0,Koramangala 6th Block,0
32874,0,0,BTM,Quick Bites,"Biryani, South Indian",350,0,Koramangala 6th Block,0
32875,0,0,Koramangala 5th Block,Delivery,"North Indian, Mughlai",250,0,Koramangala 6th Block,0
32876,0,0,Koramangala 8th Block,"Takeaway, Delivery",North Eastern,450,0,Koramangala 6th Block,0
32877,0,0,BTM,Delivery,"North Indian, Kebab",200,0,Koramangala 6th Block,0
32878,0,0,Koramangala 8th Block,"Takeaway, Delivery",South Indian,250,0,Koramangala 6th Block,0
32879,0,0,BTM,Sweet Shop,Mithai,300,0,Koramangala 6th Block,0
32880,0,0,other,Delivery,"Healthy Food, North Indian",300,0,Koramangala 6th Block,1
32881,0,0,Koramangala 5th Block,Delivery,"North Indian, South Indian",400,0,Koramangala 6th Block,0
32882,0,0,Domlur,Bakery,"Bakery, European",300,0,Koramangala 6th Block,1
32883,0,0,Koramangala 7th Block,Quick Bites,"Chinese, Fast Food, Momos",200,0,Koramangala 6th Block,0
32884,0,0,Koramangala 5th Block,"Takeaway, Delivery","North Indian, Chinese, Continental",650,0,Koramangala 6th Block,0
32885,0,0,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350,0,Koramangala 6th Block,1
32886,0,0,Ejipura,Delivery,North Indian,200,0,Koramangala 6th Block,0
32887,0,0,Koramangala 4th Block,Dessert Parlor,Desserts,400,0,Koramangala 6th Block,1
32888,0,0,Domlur,other,"Bakery, Desserts",600,0,Koramangala 6th Block,1
32889,0,0,Domlur,other,"Cafe, American, Italian, Continental",400,0,Koramangala 6th Block,1
32890,0,0,Domlur,Quick Bites,"Biryani, Beverages",150,0,Koramangala 6th Block,0
32891,0,0,BTM,Quick Bites,South Indian,250,0,Koramangala 6th Block,1
32892,0,0,Koramangala 1st Block,Bakery,"Bakery, Desserts",300,0,Koramangala 6th Block,1
32893,0,0,other,Delivery,"Continental, Asian, North Indian",500,0,Koramangala 6th Block,0
32894,0,0,other,Quick Bites,North Indian,150,0,Koramangala 6th Block,0
32895,0,0,Koramangala 8th Block,Delivery,"Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",300,0,Koramangala 6th Block,0
32896,0,0,Koramangala 1st Block,Delivery,Fast Food,300,0,Koramangala 6th Block,0
32897,0,0,Koramangala 1st Block,Quick Bites,"North Indian, Italian, South Indian",400,0,Koramangala 6th Block,0
32898,0,0,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850,0,Koramangala 6th Block,1
32899,0,0,Koramangala 5th Block,Delivery,"Bakery, Desserts",300,0,Koramangala 6th Block,0
32900,0,0,Domlur,Bakery,"Bakery, Desserts",450,0,Koramangala 6th Block,0
32901,0,0,other,Quick Bites,"North Indian, Chinese",500,0,Koramangala 6th Block,0
32902,1,0,BTM,Dessert Parlor,"Ice Cream, Beverages",200,0,Koramangala 6th Block,1
32903,1,0,HSR,Quick Bites,"North Indian, Mithai",250,0,Koramangala 6th Block,0
32904,1,0,Koramangala 1st Block,Quick Bites,North Indian,500,0,Koramangala 6th Block,0
32905,0,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300,0,Koramangala 6th Block,0
32906,1,0,Koramangala 8th Block,Delivery,"Continental, Chinese",250,0,Koramangala 6th Block,1
32907,1,0,other,Quick Bites,Biryani,300,0,Koramangala 6th Block,0
32908,1,0,HSR,Casual Dining,"North Indian, Chinese, Mughlai",800,0,Koramangala 6th Block,0
32909,0,0,Richmond Road,Quick Bites,North Indian,200,0,Koramangala 6th Block,0
32910,1,0,Ulsoor,Bakery,"Bakery, Desserts",400,0,Koramangala 6th Block,0
32911,1,0,Old Airport Road,Quick Bites,"North Indian, South Indian, Fast Food",300,0,Koramangala 6th Block,1
32912,1,0,Koramangala 5th Block,Quick Bites,Fast Food,200,0,Koramangala 6th Block,0
32913,1,0,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,0,Koramangala 6th Block,0
32914,1,0,Indiranagar,Quick Bites,American,250,0,Koramangala 6th Block,0
32915,1,0,Domlur,Delivery,"Healthy Food, Sandwich, Salad",150,0,Koramangala 6th Block,1
32916,1,0,BTM,Quick Bites,"Tibetan, Momos",250,0,Koramangala 6th Block,0
32917,1,0,BTM,Quick Bites,"North Indian, Chinese",300,0,Koramangala 6th Block,1
32918,1,0,BTM,"Takeaway, Delivery","Biryani, North Indian, Chinese",600,0,Koramangala 6th Block,1
32919,1,0,Indiranagar,Sweet Shop,"Mithai, Street Food",100,0,Koramangala 6th Block,0
32920,1,0,BTM,Quick Bites,"North Indian, Chinese, Seafood",400,0,Koramangala 6th Block,0
32921,1,0,BTM,Quick Bites,"Fast Food, North Indian, Rolls",250,0,Koramangala 6th Block,1
32922,1,0,Jayanagar,Quick Bites,"Kerala, North Indian, Chinese",300,0,Koramangala 6th Block,1
32923,0,0,BTM,Quick Bites,"Kebab, Biryani",300,0,Koramangala 6th Block,0
32924,1,0,BTM,Casual Dining,"North Indian, Chinese",600,0,Koramangala 6th Block,1
32925,1,0,Koramangala 7th Block,Quick Bites,"Chinese, Burger",300,0,Koramangala 6th Block,0
32926,1,0,other,Quick Bites,North Indian,400,0,Koramangala 6th Block,0
32927,1,0,Ejipura,"Takeaway, Delivery",Pizza,500,0,Koramangala 6th Block,1
32928,1,0,Koramangala 4th Block,Delivery,Desserts,250,0,Koramangala 6th Block,0
32929,0,0,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",700,0,Koramangala 6th Block,1
32930,1,0,BTM,Beverage Shop,"Beverages, Tea",100,0,Koramangala 6th Block,0
32931,1,0,Jayanagar,Quick Bites,"North Indian, Chinese",400,0,Koramangala 6th Block,0
32932,1,0,BTM,Quick Bites,"North Indian, Chinese",250,0,Koramangala 6th Block,0
32933,1,0,Koramangala 6th Block,Delivery,"Rolls, BBQ, Kebab",350,0,Koramangala 6th Block,0
32934,1,0,Koramangala 4th Block,Quick Bites,"Fast Food, Juices",200,0,Koramangala 6th Block,0
32935,1,0,BTM,Casual Dining,"Andhra, North Indian",700,0,Koramangala 6th Block,0
32936,1,0,BTM,Mess,"North Indian, Chinese, Biryani",300,0,Koramangala 6th Block,1
32937,0,1,Koramangala 5th Block,"Pub, Casual Dining","Finger Food, Continental, North Indian",1000,0,Koramangala 6th Block,1
32938,1,0,Koramangala 1st Block,Sweet Shop,"Mithai, Desserts",100,0,Koramangala 6th Block,1
32939,0,1,Koramangala 5th Block,Bar,"Continental, Asian, North Indian",1000,0,Koramangala 6th Block,1
32940,0,1,Koramangala 5th Block,Lounge,"Continental, American, Chinese, BBQ, Salad",1000,0,Koramangala 6th Block,1
32941,0,1,Koramangala 4th Block,Pub,"Chinese, Continental, North Indian",1400,0,Koramangala 6th Block,1
32942,0,1,Koramangala 4th Block,other,"Continental, Finger Food, Pizza, North Indian, Bar Food",1100,0,Koramangala 6th Block,0
32943,0,1,Domlur,other,"Continental, Pizza, North Indian, Goan, Burger, Cafe",1600,0,Koramangala 6th Block,1
32944,1,0,BTM,Casual Dining,North Indian,750,0,Koramangala 6th Block,0
32945,0,0,Koramangala 5th Block,Beverage Shop,Beverages,200,0,Koramangala 6th Block,0
32946,0,0,Koramangala 4th Block,Beverage Shop,Beverages,150,0,Koramangala 6th Block,0
32947,1,0,BTM,Quick Bites,"South Indian, Chinese, North Indian",300,0,Koramangala 6th Block,1
32948,0,0,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300,0,Koramangala 6th Block,0
32949,1,0,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",700,0,Koramangala 6th Block,1
32950,0,0,Koramangala 5th Block,Sweet Shop,"Mithai, Oriya, Bengali",150,0,Koramangala 6th Block,1
32951,1,0,Koramangala 5th Block,Quick Bites,Seafood,450,0,Koramangala 6th Block,1
32952,0,0,Koramangala 5th Block,other,"Cafe, American, Burger, Steak",900,0,Koramangala 6th Block,1
32953,0,1,Koramangala 5th Block,Lounge,"Continental, North Indian",1400,0,Koramangala 6th Block,1
32954,0,0,BTM,Bar,North Indian,1000,0,Koramangala 6th Block,0
32955,1,0,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",150,0,Koramangala 6th Block,0
32956,1,0,Koramangala 1st Block,Quick Bites,North Indian,200,0,Koramangala 6th Block,0
32957,1,0,HSR,Quick Bites,"South Indian, Biryani",250,0,Koramangala 6th Block,0
32958,1,0,BTM,Quick Bites,Chinese,500,0,Koramangala 6th Block,0
32959,0,0,Koramangala 5th Block,Cafe,"Cafe, Italian, Fast Food",800,0,Koramangala 6th Block,1
32960,1,0,Koramangala 4th Block,Delivery,Biryani,500,0,Koramangala 6th Block,0
32961,0,0,BTM,Quick Bites,"Kerala, South Indian",300,0,Koramangala 6th Block,0
32962,1,0,Koramangala 1st Block,Cafe,Cafe,500,0,Koramangala 6th Block,1
32963,1,0,Koramangala 1st Block,Quick Bites,Kerala,200,0,Koramangala 6th Block,0
32964,1,0,Koramangala 4th Block,Quick Bites,"Fast Food, Rolls, Juices",200,0,Koramangala 6th Block,0
32965,1,1,HSR,Casual Dining,"North Indian, Mughlai, Chinese, South Indian",900,0,Koramangala 6th Block,1
32966,1,1,Koramangala 5th Block,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak",900,0,Koramangala 6th Block,1
32967,1,0,Koramangala 7th Block,"Takeaway, Delivery","North Indian, Biryani, Chinese",500,0,Koramangala 6th Block,0
32968,1,0,BTM,Quick Bites,Biryani,300,0,Koramangala 6th Block,0
32969,0,0,Koramangala 5th Block,Cafe,"Cafe, Continental, European, Juices",1300,0,Koramangala 6th Block,1
32970,0,0,Koramangala 4th Block,Cafe,"Cafe, Continental, Desserts",800,0,Koramangala 6th Block,1
32971,1,0,Koramangala 8th Block,Quick Bites,Biryani,200,0,Koramangala 6th Block,0
32972,1,0,HSR,Delivery,"North Indian, Chinese, Biryani",400,0,Koramangala 6th Block,1
32973,0,1,Koramangala 5th Block,Casual Dining,"Chinese, Sushi, Asian, Thai",1400,0,Koramangala 6th Block,1
32974,0,0,Koramangala 5th Block,Casual Dining,"Andhra, North Indian, Biryani",800,0,Koramangala 6th Block,1
32975,0,0,Koramangala 5th Block,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650,0,Koramangala 6th Block,1
32976,0,1,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos",1100,0,Koramangala 6th Block,1
32977,0,0,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400,0,Koramangala 6th Block,1
32978,0,0,Koramangala 4th Block,Casual Dining,"Chettinad, South Indian",650,0,Koramangala 6th Block,1
32979,0,0,Koramangala 5th Block,Casual Dining,"North Indian, Chinese, Biryani",500,0,Koramangala 6th Block,1
32980,1,1,Koramangala 4th Block,Cafe,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800,0,Koramangala 6th Block,1
32981,0,1,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",900,0,Koramangala 6th Block,1
32982,0,1,Koramangala 4th Block,Casual Dining,"Chinese, Asian, Japanese",800,0,Koramangala 6th Block,1
32983,0,0,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",850,0,Koramangala 6th Block,1
32984,0,1,Koramangala 4th Block,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800,0,Koramangala 6th Block,1
32985,0,0,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",350,0,Koramangala 6th Block,1
32986,0,1,Koramangala 5th Block,Casual Dining,Korean,1200,0,Koramangala 6th Block,1
32987,0,0,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,0,Koramangala 6th Block,1
32988,0,0,Koramangala 5th Block,Casual Dining,"South Indian, North Indian, Chinese",650,0,Koramangala 6th Block,1
32989,0,0,Koramangala 5th Block,Casual Dining,"Chinese, Continental, North Indian, Italian, Seafood",800,0,Koramangala 6th Block,1
32990,0,0,Koramangala 5th Block,Quick Bites,"Kerala, Chinese, Fast Food",400,0,Koramangala 6th Block,0
32991,0,0,BTM,Mess,"Kerala, South Indian, Biryani",300,0,Koramangala 6th Block,1
32992,0,0,other,Bar,"North Indian, Chinese",1500,0,Koramangala 6th Block,1
32993,0,0,BTM,Quick Bites,"Kerala, South Indian, Biryani",300,0,Koramangala 6th Block,1
32994,0,0,BTM,Quick Bites,"North Indian, Chinese",400,0,Koramangala 6th Block,1
32995,0,1,Koramangala 7th Block,Casual Dining,North Indian,650,0,Koramangala 6th Block,1
32996,0,0,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Beverages",200,0,Koramangala 6th Block,1
32997,0,0,other,Delivery,"North Indian, South Indian",200,0,Koramangala 6th Block,1
32998,0,0,Koramangala 7th Block,Beverage Shop,"Beverages, Juices",350,0,Koramangala 6th Block,1
32999,0,0,BTM,Quick Bites,"Fast Food, Rolls, Juices",300,0,Koramangala 6th Block,0
33000,1,0,Bannerghatta Road,Quick Bites,"South Indian, Kerala, Biryani",400,0,Koramangala 6th Block,0
33001,1,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",400,0,Koramangala 6th Block,1
33002,0,0,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Continental, Chinese",1000,0,Koramangala 6th Block,0
33003,0,0,Ejipura,Mess,Kerala,100,0,Koramangala 6th Block,0
33004,0,0,BTM,Quick Bites,"North Indian, Chinese",200,0,Koramangala 6th Block,1
33005,0,0,Koramangala 5th Block,Mess,North Indian,150,0,Koramangala 6th Block,1
33006,0,0,Koramangala 7th Block,Quick Bites,Biryani,200,0,Koramangala 6th Block,0
33007,0,0,BTM,Quick Bites,North Indian,300,0,Koramangala 6th Block,1
33008,0,0,Koramangala 1st Block,Casual Dining,"North Indian, Chinese, Biryani, Beverages",500,0,Koramangala 6th Block,1
33009,0,0,BTM,Quick Bites,"Fast Food, Rolls, Momos",200,0,Koramangala 6th Block,0
33010,0,0,other,Quick Bites,"Biryani, Chinese",250,0,Koramangala 6th Block,1
33011,0,0,other,Beverage Shop,Beverages,200,0,Koramangala 6th Block,0
33012,0,0,Koramangala 8th Block,Beverage Shop,"Beverages, Fast Food",400,0,Koramangala 6th Block,1
33013,1,0,Domlur,Delivery,"North Indian, Chinese, Biryani",400,0,Koramangala 6th Block,1
33014,1,0,Indiranagar,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,0,Koramangala 6th Block,1
33015,0,0,Koramangala 4th Block,Dessert Parlor,"Bakery, Continental, Sandwich, Beverages, Desserts",400,0,Koramangala 6th Block,1
33016,1,0,Koramangala 1st Block,Quick Bites,"Chinese, Momos",400,0,Koramangala 6th Block,0
33017,0,0,Koramangala 1st Block,"Takeaway, Delivery",BBQ,300,0,Koramangala 6th Block,1
33018,0,0,BTM,Quick Bites,"Biryani, Fast Food",300,0,Koramangala 6th Block,1
33019,0,0,Koramangala 8th Block,other,"Desserts, Cafe, Fast Food",500,0,Koramangala 6th Block,1
33020,0,0,Koramangala 4th Block,Delivery,North Indian,350,0,Koramangala 6th Block,0
33021,0,0,BTM,Casual Dining,"Andhra, Chinese, North Indian",700,0,Koramangala 6th Block,1
33022,0,0,Koramangala 7th Block,other,"Cafe, Desserts, Bakery",600,0,Koramangala 6th Block,1
33023,0,0,Koramangala 1st Block,Quick Bites,North Indian,300,0,Koramangala 6th Block,0
33024,0,0,Koramangala 5th Block,Mess,"Andhra, Biryani",300,0,Koramangala 6th Block,0
33025,0,0,Koramangala 5th Block,Mess,"North Indian, Bengali",300,0,Koramangala 6th Block,1
33026,0,0,Koramangala 4th Block,Casual Dining,North Indian,450,0,Koramangala 6th Block,0
33027,0,0,BTM,Quick Bites,Fast Food,250,0,Koramangala 6th Block,1
33028,0,0,Koramangala 7th Block,other,Desserts,150,0,Koramangala 6th Block,1
33029,0,0,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",250,0,Koramangala 6th Block,0
33030,0,0,Ejipura,Casual Dining,"North Indian, Chinese",800,0,Koramangala 6th Block,1
33031,0,0,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,0,Koramangala 6th Block,0
33032,0,0,Koramangala 8th Block,Quick Bites,"Biryani, Chinese, Fast Food",300,0,Koramangala 6th Block,0
33033,0,0,BTM,Quick Bites,"Biryani, Fast Food",300,0,Koramangala 6th Block,0
33034,0,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",200,0,Koramangala 6th Block,0
33035,0,0,HSR,Quick Bites,"Rolls, Sandwich",300,0,Koramangala 6th Block,0
33036,0,0,Koramangala 7th Block,Delivery,Street Food,300,0,Koramangala 6th Block,1
33037,0,0,Koramangala 4th Block,Dessert Parlor,"Desserts, Paan",100,0,Koramangala 6th Block,0
33038,0,0,BTM,Quick Bites,"North Indian, Chinese",300,0,Koramangala 6th Block,0
33039,0,0,HSR,Quick Bites,"North Indian, Chinese",400,0,Koramangala 6th Block,0
33040,0,0,Koramangala 4th Block,"Bakery, Quick Bites","Bakery, Fast Food, Italian",600,0,Koramangala 6th Block,0
33041,0,0,Koramangala 5th Block,Quick Bites,"North Indian, Gujarati",300,0,Koramangala 6th Block,1
33042,0,0,Koramangala 7th Block,other,"Bakery, Desserts",350,0,Koramangala 6th Block,0
33043,0,0,Ejipura,Quick Bites,"Biryani, Chinese",300,0,Koramangala 6th Block,0
33044,0,0,other,Bakery,"Bakery, Desserts",200,0,Koramangala 6th Block,0
33045,0,0,Koramangala 4th Block,Delivery,Beverages,150,0,Koramangala 6th Block,0
33046,0,0,BTM,Quick Bites,"Kerala, South Indian",400,0,Koramangala 6th Block,0
33047,0,0,Koramangala 4th Block,Delivery,"North Indian, South Indian",300,0,Koramangala 6th Block,0
33048,0,0,Koramangala 4th Block,Delivery,"Chinese, Tibetan",300,0,Koramangala 6th Block,0
33049,0,0,Ejipura,Quick Bites,"North Indian, Mughlai, Chinese",400,0,Koramangala 6th Block,0
33050,0,0,Koramangala 1st Block,Quick Bites,South Indian,400,0,Koramangala 6th Block,0
33051,0,0,Koramangala 1st Block,Mess,South Indian,150,0,Koramangala 6th Block,0
33052,0,0,Ejipura,Beverage Shop,"Beverages, Ice Cream",100,0,Koramangala 6th Block,0
33053,0,0,BTM,Quick Bites,"Bihari, Chinese",300,0,Koramangala 6th Block,0
33054,0,0,BTM,Quick Bites,South Indian,150,0,Koramangala 6th Block,0
33055,0,0,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,0,Koramangala 6th Block,1
33056,0,0,BTM,Quick Bites,"North Indian, Chinese",400,0,Koramangala 6th Block,1
33057,1,0,other,Quick Bites,South Indian,200,0,Koramangala 6th Block,0
33058,0,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150,0,Koramangala 6th Block,0
33059,0,0,Ejipura,Quick Bites,North Indian,200,0,Koramangala 6th Block,0
33060,0,0,BTM,Quick Bites,"North Indian, Kerala",500,0,Koramangala 6th Block,0
33061,0,0,Ejipura,Quick Bites,"South Indian, Kerala",400,0,Koramangala 6th Block,0
33062,0,0,Koramangala 1st Block,Quick Bites,"Andhra, Chinese, North Indian",300,0,Koramangala 6th Block,0
33063,0,0,Ejipura,Quick Bites,Fast Food,150,0,Koramangala 6th Block,0
33064,0,0,BTM,Bakery,Bakery,200,0,Koramangala 6th Block,0
33065,0,0,BTM,"Takeaway, Delivery","Sandwich, Juices, Burger",150,0,Koramangala 6th Block,0
33066,0,0,Koramangala 7th Block,Delivery,"Chinese, Bakery",400,0,Koramangala 6th Block,0
33067,0,0,HSR,Delivery,Fast Food,400,0,Koramangala 6th Block,0
33068,0,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",600,0,Koramangala 6th Block,0
33069,0,0,other,Delivery,"Fast Food, Burger",450,0,Koramangala 6th Block,0
33070,0,0,Koramangala 8th Block,"Takeaway, Delivery","North Indian, South Indian",300,0,Koramangala 6th Block,0
33071,0,0,BTM,Quick Bites,"South Indian, Fast Food, Chinese",300,0,Koramangala 6th Block,0
33072,0,0,BTM,Quick Bites,"South Indian, Chinese",300,0,Koramangala 6th Block,0
33073,0,0,BTM,Delivery,"Asian, Continental, Healthy Food",400,0,Koramangala 6th Block,0
33074,0,0,Koramangala 5th Block,Quick Bites,"Seafood, Fast Food",400,0,Koramangala 6th Block,0
33075,0,0,HSR,Delivery,North Indian,450,0,Koramangala 6th Block,0
33076,0,0,BTM,Quick Bites,"North Indian, Chinese",400,0,Koramangala 6th Block,0
33077,0,0,BTM,Quick Bites,"Beverages, Desserts",200,0,Koramangala 6th Block,0
